label,t_stock,a_stock,c_stock,blob_full,blob_unw,blob_k8,blob_k12,blob_k16,blob_k24,n_marc_tok,n_cce_tok,marc_title,cce_title
1,1.0000,1.0000,0.9987,0.6017,0.5833,0.7719,0.6246,0.5786,0.6017,18,20,45 contemporary Mexican artists a twentieth-centur,45 contemporary Mexican artists; a twentieth-centu
1,1.0000,1.0000,0.9987,0.5336,0.4865,0.5042,0.3146,0.4414,0.5250,36,19,"The development of linguistic skill in twins, sing","Development of linguistic skill in twins, singleto"
1,1.0000,1.0000,0.9987,0.7117,0.5833,0.7444,0.7117,0.7117,0.7117,12,7,The Queen's necklace,The queen's necklace.
1,1.0000,1.0000,0.9987,0.8052,0.7647,0.7915,0.7614,0.8198,0.8052,17,13,As steel goes Unionism in a basic industry,"As steel goes, … Unionism in a basic industry."
1,1.0000,1.0000,0.9987,0.8139,0.7857,0.7795,0.7890,0.8139,0.8139,14,11,Handbook of social gerontology societal aspects of,Handbook of social gerontology; societal aspects o
1,1.0000,1.0000,0.9987,0.2175,0.2000,0.3462,0.2420,0.1980,0.2635,41,13,The living thoughts of Nietzsche,Living thoughts of Nietzsche.
1,1.0000,1.0000,0.9969,0.3650,0.3529,0.3296,0.3630,0.3546,0.3910,12,34,"Joseph Conrad, his philosophy of life","Joseph Conrad, his philosophy of life"
1,1.0000,1.0000,0.9987,0.4499,0.4500,0.3649,0.4360,0.4297,0.3836,22,36,"George Morgan, colony builder","George Morgan, colony builder"
1,1.0000,1.0000,0.9987,0.5889,0.5294,0.6407,0.6101,0.5889,0.5889,15,11,The house and the art of its design,The house and the art of its design.
1,1.0000,1.0000,0.9987,0.7888,0.7143,0.8007,0.8027,0.7888,0.7888,13,11,Far wheels a railroad safari,"Far wheels, a railroad safari."
1,1.0000,1.0000,0.9987,0.3392,0.2857,0.4402,0.3180,0.3178,0.3428,25,11,Mine and countermine,Mine and countermine.
1,1.0000,1.0000,0.9987,0.6521,0.6047,0.7664,0.7252,0.7087,0.6991,42,27,"German literature in British magazines, 1750-1860",German literature in British magazines 1750-1860
0,1.0000,0.0000,0.0304,0.1194,0.0952,0.1488,0.1211,0.1194,0.1194,13,10,Business forecasting,Business forecasting.
1,0.7361,1.0000,0.9908,0.1699,0.1562,0.2755,0.2087,0.1748,0.1640,28,9,The amazing bone,The Amazing bone. Text
1,1.0000,1.0000,0.9987,0.6791,0.6250,0.7775,0.6750,0.6791,0.6791,13,13,Futurist manifestos,Futurist manifestos
1,1.0000,0.7649,0.9966,0.4266,0.4737,0.3136,0.3524,0.4322,0.4266,17,11,Freudianism and the literary mind,Freudlanism and the literary mind.
1,1.0000,0.7453,0.9968,0.6038,0.5600,1.0000,1.0000,0.7265,0.6516,40,38,The Letters of Eleazar Wheelock's Indians,The letters of Eleazar Wheelock's Indians
1,1.0000,0.2586,0.1510,0.2017,0.1500,0.2585,0.2140,0.2017,0.2017,15,8,The flying Dutchman a novel,Flying Dutchman.
0,0.3925,0.0000,0.0496,0.0239,0.0286,0.0000,0.0000,0.0000,0.0247,27,9,Poems,Poems
1,1.0000,1.0000,0.9987,0.5922,0.5806,0.6855,0.5297,0.4716,0.5289,19,30,The layman's music book,The layman's music book
1,1.0000,1.0000,0.9987,0.6613,0.6190,0.6795,0.6127,0.6360,0.6613,15,19,Behavioralism in political science,Behavioralism in political science.
1,1.0000,0.8017,0.9932,0.7048,0.7222,0.5232,0.6298,0.7048,0.7048,16,15,The role of educational institutions in military r,The role of educational institutions in military r
1,1.0000,1.0000,0.9987,0.4910,0.5208,0.1655,0.2727,0.2932,0.3628,27,46,Health insurance in the United States,Health insurance in the United States
1,1.0000,0.0000,0.9987,0.4331,0.4500,0.3285,0.4926,0.4218,0.4331,17,12,The Tijuana Bible reader,THE TIJUANA BIBLE READER.
1,1.0000,1.0000,0.9987,0.6393,0.6087,0.7847,0.7363,0.6469,0.6393,22,15,"The literary career of Nathaniel Tucker, 1750-1807","The literary career of Nathaniel Tucker, 1750-1807"
1,1.0000,1.0000,0.9987,0.5121,0.5000,0.4538,0.4120,0.4422,0.5121,20,10,"Falmouth, Massachusetts problems of a resort commu","Falmouth, Massachusetts."
1,1.0000,1.0000,0.9987,0.1555,0.1810,0.0000,0.0000,0.0334,0.0752,106,31,"British and American plays, 1830-1945","British and American plays, 1830-1945, chosen"
0,0.0000,0.0000,0.0009,0.0187,0.0333,0.0000,0.0000,0.0000,0.0187,20,11,Irish University Press series of British parliamen,"What is, is is"
1,1.0000,0.8968,0.9980,0.4268,0.4444,0.3412,0.4379,0.4060,0.4173,25,14,A symposium on the use of isotopes in biology and ,A symposium on the use of isotopes in biology and
1,1.0000,1.0000,0.9987,0.5048,0.5000,0.4733,0.4543,0.5048,0.5048,16,14,"Seals, sea lions, and walruses a review of the Pin","Seals, sea lions and walruses."
1,1.0000,1.0000,0.9987,0.7918,0.7143,1.0000,0.8766,0.9063,0.7820,23,25,The strange story of the quantum an account for th,"The strange story of the quantum, an account for t"
1,1.0000,1.0000,0.9987,0.3315,0.3810,0.0000,0.0883,0.1426,0.1750,52,35,Susan's neighbors at work,Susan's neighbors at work
1,1.0000,1.0000,0.9949,0.4874,0.4286,0.6410,0.4596,0.4819,0.4874,19,11,In the shadow of Lincoln's death,In the shadow of Lincoln's death.
1,1.0000,0.8968,0.9921,0.4841,0.4865,0.3450,0.4750,0.4486,0.4331,29,26,Proceedings of a conference on radiobiology at the,Proceedings of a Conference on Radiobiology at the
1,1.0000,0.6741,0.9677,0.3654,0.3793,0.0000,0.1377,0.2754,0.2809,52,28,Narratives of the American Revolution as told by a,Narratives of the American Revolution; as told by
1,1.0000,1.0000,0.9987,0.9602,0.9500,1.0000,1.0000,0.9258,0.9602,20,19,Poland between East and West Soviet and German dip,Poland between East and West; Soviet and German di
1,1.0000,1.0000,0.9987,0.6294,0.5484,0.6179,0.7118,0.6486,0.6406,22,26,"Rungli-Rungliot means in Paharia, Thus far and no ","Rungli-Rungliot means in Paharia, Thus far and no "
1,1.0000,1.0000,0.9987,0.5317,0.5278,0.4883,0.3847,0.4974,0.5269,20,35,Liberty the story of Cuba,"Liberty, the story of Cuba"
1,1.0000,1.0000,0.9907,0.5181,0.6000,0.2572,0.3768,0.4208,0.5181,20,12,"Siam; or, The history of the Thais from earliest t","Siam; or, The history of the Thais from earliest t"
1,1.0000,1.0000,0.9987,0.2869,0.3200,0.1809,0.1246,0.1344,0.2085,20,46,Our American music three hundred years of it,Our American music
1,1.0000,1.0000,0.9985,0.5618,0.5417,0.5168,0.6196,0.5206,0.5618,20,17,The conceptual foundations of contemporary relativ,"The conceptual, foundations of contemporary relati"
1,1.0000,1.0000,0.9985,0.8005,0.7000,1.0000,0.8888,0.7979,0.8005,17,17,The partition of India causes and responsibilities,The partition of India; causes and responsibilitie
1,1.0000,0.1308,0.9435,0.3933,0.3750,0.4021,0.2815,0.2257,0.4027,26,18,A new manual of logarithms to seven places of deci,New manual of logarithms to seven places of decima
1,1.0000,1.0000,0.9987,0.6018,0.5455,0.7737,0.5911,0.5964,0.6018,17,17,"Winesburg, Ohio text and criticism","Winesburg, Ohio."
1,1.0000,1.0000,0.9987,0.6575,0.6087,0.5388,0.5734,0.5653,0.6575,22,15,The Turco-Persian boundary question a case study i,The Turco-Persian boundary question; a case study
1,1.0000,1.0000,0.9970,0.5500,0.4783,0.6534,0.5763,0.5521,0.5500,19,15,The boom of the eighties in Southern California,Boom of the eighties in southern California
1,0.5861,1.0000,0.9644,0.6668,0.6667,0.7610,0.6464,0.6409,0.6668,18,17,The legends of Troy in art and literature,Legends of Troy.
1,1.0000,1.0000,0.9987,0.5133,0.5111,0.3613,0.5123,0.4840,0.4320,42,26,The mining advance into the inland empire,The mining advance into the inland empire. With an
1,1.0000,0.4418,0.9883,0.5368,0.5000,0.6137,0.5634,0.4858,0.5368,19,17,Assessment of men selection of personnel for the O,Assessment of men; selection of personnel for the
1,1.0000,1.0000,0.9987,0.7056,0.7273,0.6121,0.6576,0.6505,0.7056,20,18,Owls to Athens a book of poems,"Owls to Athens, a book of poems"
1,1.0000,1.0000,0.9987,0.2165,0.2683,0.0802,0.0562,0.0840,0.1559,36,16,Sister Anne,Sister Anne
1,1.0000,1.0000,0.9987,0.9139,0.9091,0.8541,0.9139,0.9139,0.9139,11,10,An introduction to analysis,An introduction to analysis.
1,1.0000,1.0000,0.9987,0.7025,0.6400,0.8276,0.7660,0.7325,0.7025,19,22,"Hinton Rowan Helper, advocate of a ""white America,","… Hinton Rowan Helper, advocate of a ""white Americ"
1,1.0000,1.0000,0.9892,0.2246,0.2000,0.2945,0.2252,0.2325,0.2246,18,6,The aesthetic object an introduction to the philos,Aesthetic object.
1,0.6664,1.0000,0.9871,0.6607,0.6000,0.6309,0.6839,0.6607,0.6607,13,11,A critical history of English literature,A critical history of English literature. Vol.1-2.
0,1.0000,1.0000,0.9757,0.3405,0.3636,0.2671,0.2382,0.2662,0.3405,24,21,Another part of the forest play in three acts,"Another part of the forest, a play in three acts"
1,1.0000,1.0000,0.9982,0.8380,0.7778,1.0000,0.8243,0.7976,0.8380,14,18,"History of the Seventh Regiment, 1889-1922","History of the Seventh Regiment, 1889-1922."
0,0.4308,0.6786,0.0517,0.3309,0.3095,0.3581,0.2343,0.2240,0.3021,37,18,"Engineering compendium on radiation shielding, pre",Engineering compendium on radiation shielding. Vol
0,0.7263,0.0000,0.7714,0.1201,0.1600,0.0621,0.1221,0.1095,0.1201,12,17,"Know your city government Newark, city on the move",Know your city
1,1.0000,1.0000,0.9987,0.7640,0.7619,0.7500,0.8142,0.7334,0.7640,18,19,The people of South Africa,The people of South Africa.
1,1.0000,1.0000,0.9987,0.5802,0.5714,0.4339,0.5066,0.4835,0.5801,26,18,The organ works of Bach a contribution to their hi,The Organ works of Bach: a contribution to their h
1,1.0000,0.6903,0.9961,0.5915,0.6296,0.3754,0.4504,0.5108,0.5525,17,27,World prosperity as sought through the economic wo,World prosperity as sought through the economic wo
1,1.0000,1.0000,0.9985,0.5479,0.5556,0.5479,0.5479,0.5479,0.5479,8,6,The melody of sex,The melody of sex.
1,1.0000,1.0000,0.9983,0.1079,0.1444,0.0000,0.0000,0.0000,0.0000,88,15,Great experiments in psychology,Great experiments in psychology
1,1.0000,0.3978,0.9862,0.2465,0.2564,0.2607,0.3094,0.2439,0.1901,34,15,A new commentary on the Doctrine and Covenants,A New commentary on the Doctrine and covenants
1,1.0000,1.0000,0.9964,0.5564,0.5200,0.6004,0.5326,0.5054,0.5564,21,17,Compensation and pensions for executives,Compensation and pensions for executives.
1,1.0000,1.0000,0.9985,0.2300,0.2059,0.2641,0.2628,0.2691,0.2160,31,10,My Austria,My Austria.
1,1.0000,1.0000,0.9987,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,13,13,"The legion of noble Christians; or, The Sweeney su","The legion of noble Christians; or, The Sweeney su"
1,1.0000,1.0000,0.9987,0.9245,0.9231,1.0000,0.9048,0.9245,0.9245,13,12,The fight against hunger,The fight against hunger.
1,1.0000,1.0000,0.9987,0.7845,0.7600,0.6487,0.7450,0.8021,0.7845,23,21,"Military governments in California, 1846-1850 with","Military governments In California, 1846-1850; wit"
1,1.0000,1.0000,0.9987,0.3521,0.3590,0.2041,0.2413,0.2263,0.2591,33,20,Sondo a Liberian boy,"Sondo, a Liberian boy"
1,0.9474,1.0000,0.9980,0.4979,0.4545,0.4609,0.4536,0.5040,0.4979,17,15,Isaac Newton 1643-1727,Isaac Newton. 1642-1727.
1,1.0000,1.0000,0.9987,0.5669,0.5000,0.7791,0.5903,0.5514,0.5669,19,17,Witchcraft in France and Switzerland the borderlan,Witchcraft in Prance and Switzerland: the borderla
1,1.0000,0.0000,0.9872,0.6677,0.5294,0.7821,0.6894,0.6677,0.6677,15,11,Lysistrata an English version by Dudley Fitts,Lysistrata
1,1.0000,1.0000,0.9987,0.5345,0.5417,0.4595,0.4548,0.4671,0.5345,22,15,"Speculation, stock prices & industrial fluctuation","Speculation, stock prices & industrial fluctuation"
1,1.0000,1.0000,0.9892,0.5828,0.5625,0.4077,0.5617,0.5828,0.5828,16,9,"Arizona's meteorite crater past, present, future",Arizona's meteorite crater. American Meteorite Mus
0,0.4362,0.4606,0.0967,0.0993,0.1395,0.0000,0.0000,0.0830,0.0683,31,18,High-energy astrophysics,Proceedings.
1,1.0000,1.0000,0.9985,0.3156,0.3333,0.2636,0.2374,0.2710,0.3156,20,16,The portrait of a lady,The portrait of a lady.
1,1.0000,1.0000,0.9987,0.6471,0.6389,0.4725,0.6307,0.5813,0.5807,32,27,The memoirs of Benvenuto Cellini,The memoirs of Benvenuto Cellini
1,1.0000,1.0000,0.9980,0.5492,0.5789,0.3629,0.4592,0.5577,0.5492,17,13,Meaning of marriage and foundations of the family ,Meaning of marriage and foundation of the family.
1,1.0000,0.7684,0.9967,0.1343,0.1683,0.0000,0.0491,0.0392,0.0578,101,17,Black women in nineteenth-century American life th,Black women in nineteenth-century American life: t
1,1.0000,1.0000,0.9987,0.8271,0.7500,0.8653,0.8271,0.8271,0.8271,11,10,Vitalizing banks,Vitalizing banks.
1,0.9714,1.0000,0.9984,0.2975,0.3077,0.2585,0.2892,0.2595,0.2846,24,27,Abandoned New England its hidden ruins and where t,Abandoned New England: its hidden ruins and where
1,1.0000,1.0000,0.9987,0.3213,0.3514,0.3385,0.3470,0.2664,0.3030,26,24,Behind the doctor,… Behind the doctor
1,1.0000,1.0000,0.9987,0.7014,0.6250,0.6225,0.6563,0.7014,0.7014,15,11,Social ecology a critical analysis,Social ecology.
1,1.0000,1.0000,0.9987,0.5770,0.5000,0.5233,0.5437,0.5852,0.5770,17,10,The street of the laughing camel,The street of the laughing camel.
1,1.0000,1.0000,0.9892,0.4947,0.4286,0.3927,0.4344,0.5436,0.4947,20,10,The variate difference method,Variate difference method.
1,1.0000,1.0000,0.9987,0.4755,0.5357,0.3126,0.3261,0.4409,0.4755,23,20,Labor-management economics a basic practical summa,"Labor-management economics, a basic practical summ"
1,1.0000,1.0000,0.9987,0.5735,0.5455,0.5220,0.4205,0.5024,0.5735,20,14,Masaryk's democracy a philosophy of scientific and,Masaryk's democracy
1,1.0000,1.0000,0.9985,0.6972,0.6190,0.7993,0.6949,0.6848,0.6972,18,16,"Oh, doctor! my feet!","Oh, doctor ! My feet !"
1,1.0000,1.0000,0.9985,0.2893,0.2857,0.2672,0.2747,0.2832,0.2893,18,9,Panorama of Austria in which I relate also some pl,Panorama of Austria.
1,1.0000,1.0000,0.9987,0.7432,0.7500,0.6457,0.7321,0.6766,0.7432,19,23,Relativity an interpretation of Einstein's theory,Relativity; an interpretation of Einstein's theory
1,1.0000,1.0000,0.9973,0.6270,0.5909,0.4884,0.5350,0.6079,0.6270,20,15,The classical tradition Greek and Roman influences,The classical tradition
1,1.0000,0.3153,0.9487,0.3766,0.3636,0.4828,0.3214,0.3766,0.3766,14,16,"American painting, 1900-1970","American painting, 1900-1970"
1,1.0000,1.0000,0.9892,0.1885,0.1739,0.1517,0.1868,0.1545,0.1860,46,8,Contemporary botanical thought,Contemporary botanical thought.
1,1.0000,0.7389,0.9963,0.6266,0.6667,0.5977,0.6099,0.6266,0.6266,13,12,"Wyoming's war years, 1941-1945","Wyoming's war years, 1941-1945."
1,0.5790,1.0000,0.9310,0.3643,0.3158,0.3391,0.3335,0.3643,0.3643,16,9,What of the blind?,What of the blind?
1,1.0000,1.0000,0.9987,0.5550,0.5294,0.5092,0.5123,0.5550,0.5550,15,11,Practical reasoning in natural language,Practical reasoning in natural language
1,1.0000,1.0000,0.9945,0.2806,0.2500,0.2518,0.2330,0.2480,0.3029,29,11,The minor Mathers a list of their works,Minor Mathers.
1,1.0000,1.0000,0.9956,0.5842,0.5758,0.6491,0.5710,0.4941,0.4816,31,21,Leaves from a tobaccoman's log,Leaves from a tobaccoman's log
1,1.0000,0.8851,0.9979,0.8748,0.8095,1.0000,1.0000,0.9153,0.8748,21,17,Toward equal opportunity for higher education repo,Toward equal opportunity for higher education
1,1.0000,1.0000,0.9987,0.5156,0.5000,0.4847,0.3755,0.5064,0.5275,34,17,Designing with TTL integrated circuits,Designing with TTL integrated circuits. Prepared b
1,1.0000,0.7935,0.9972,0.5544,0.5517,0.5930,0.5243,0.5903,0.5544,24,21,Essays on antisemitism,… Essays on antisemitism
1,1.0000,1.0000,0.9987,0.5663,0.5556,0.5774,0.6634,0.5609,0.5581,17,25,A soldier of Oriskany,A soldier of Oriskany
1,1.0000,0.6683,0.9920,0.1994,0.1639,0.2666,0.2512,0.3180,0.2804,59,12,The Encantadas or Enchanted isles,"The Encantadas; or, Enchanted Isles"
0,0.6897,0.0000,0.0420,0.0917,0.1250,0.0622,0.0870,0.0917,0.0917,11,16,Guide to art in Japan,The art of Japan
1,1.0000,0.8404,0.9975,0.7402,0.6923,0.8265,0.7168,0.7402,0.7402,13,9,Rural Oklahoma,Rural Oklahoma
1,1.0000,1.0000,0.9987,0.4239,0.4333,0.4491,0.4140,0.3606,0.4239,21,22,American military forces abroad their impact on th,American military forces abroad; their impact on t
1,1.0000,1.0000,0.9892,0.3123,0.3000,0.2762,0.2776,0.2803,0.2845,30,9,United States Mollusca a descriptive manual of man,United States mollusca.
1,1.0000,1.0000,0.9892,0.3929,0.3421,0.2900,0.4031,0.4335,0.3828,37,14,The Lambeth conferences the solution for Pan-Angli,Lambeth conferences; the solution for Pan-Anglican
0,1.0000,0.0000,0.0208,0.1020,0.1290,0.0000,0.0442,0.1120,0.0939,25,10,"Between God and man an interpretation of Judaism, ",Between God and man
1,1.0000,1.0000,0.9987,0.9095,0.8500,1.0000,1.0000,0.9244,0.9095,18,19,A theological anthropology,A theological anthropology
1,1.0000,1.0000,0.9987,0.6369,0.6000,0.6457,0.6406,0.5297,0.6369,21,19,"Camp Rock Spring, California","Camp Rock Spring, California"
0,1.0000,1.0000,0.0517,0.3701,0.3889,0.2047,0.3109,0.3299,0.3489,30,20,Demand for rehabilitation in a labor union populat,Demand for rehabilitation in a labor union populat
1,1.0000,1.0000,0.9987,0.7499,0.7188,0.7586,0.8137,0.8460,0.7403,26,29,"Machete; ""it happened in Mexico,""","Machete; ""it happened in Mexico"""
1,1.0000,1.0000,0.9892,0.3853,0.3226,0.5490,0.3932,0.3855,0.3819,30,11,Unrolling the map the story of exploration,Unrolling the map
1,1.0000,1.0000,0.9987,0.8862,0.8125,1.0000,0.9071,0.8862,0.8862,16,13,Flight of the Skylark the development of Shelley's,Flight of the skylark; the development of Shelley'
1,1.0000,1.0000,0.9987,0.2916,0.3077,0.1823,0.2446,0.2449,0.2238,37,14,Our changing social order,Our changing social order.
1,1.0000,1.0000,0.9966,0.5930,0.5769,0.5887,0.5233,0.5603,0.5930,17,24,"The Old Line State, a history of Maryland","The Old Line State, a history of Maryland"
1,1.0000,1.0000,0.9987,0.7493,0.6667,0.8235,0.7900,0.7493,0.7493,16,14,The Jacobi-Perron algorithm its theory and applica,The Jacobi-Perron algorithm: its theory and applic
1,1.0000,1.0000,0.9987,0.7809,0.6429,0.8371,0.7809,0.7809,0.7809,12,11,Before the African storm,Before the African storm.
1,0.5727,1.0000,0.9701,0.3312,0.3000,0.3456,0.3913,0.3218,0.3511,28,11,"U. N. diary the search for peace, a biography of h","U. N. diary: the search for peace, let ed."
1,1.0000,1.0000,0.9987,0.6737,0.6842,0.7199,0.7002,0.6593,0.6737,15,17,Numerical mathematical analysis,Numerical mathematical analysis.
1,1.0000,1.0000,0.9987,0.5622,0.5263,0.5096,0.4968,0.5622,0.5622,14,15,"John C. Calhoun, opportunist a reappraisal","John C. Calhoun, opportunist; a reappraisal."
1,1.0000,1.0000,0.9987,0.8285,0.7143,0.8391,0.8082,0.8285,0.8285,13,11,Psychological counseling,Psychological counseling.
1,1.0000,1.0000,0.9987,0.6982,0.7000,0.6213,0.6422,0.6748,0.6982,19,15,"The private journal of Henry William Ravenel, 1859","The private journal of Henry William Ravenel, 1859"
1,1.0000,1.0000,0.9987,0.6910,0.5789,1.0000,0.7739,0.7094,0.6910,11,19,England: the land and the people,England: the land and the people
1,1.0000,1.0000,0.9987,0.2519,0.2121,0.3596,0.3163,0.3157,0.2518,27,13,Pesticides process encyclopedia,Pesticides process encyclopedia
1,1.0000,1.0000,0.9987,0.5656,0.5652,0.4870,0.5425,0.4910,0.5656,16,20,East river a novel,"… East river, a novel."
1,1.0000,1.0000,0.9987,0.7619,0.6842,1.0000,0.7366,0.7241,0.7619,14,18,The Nehrus of India three generations of leadershi,The Nehrus of India
1,1.0000,1.0000,0.9987,0.7275,0.7727,0.4913,0.6164,0.6378,0.7275,21,18,Electric power and history in southeastern New Ham,Electric power and history in southeastern New Ham
1,1.0000,1.0000,0.9987,0.9807,0.9545,1.0000,1.0000,1.0000,0.9807,21,22,The nation that refused to starve the challenge of,The nation that refused to starve; the challenge o
1,1.0000,1.0000,0.9987,0.6450,0.6500,0.5115,0.5903,0.5542,0.6450,13,20,Primitive religion its nature and origin,Primitive religion; its nature and origin
1,1.0000,0.8263,0.9976,0.6459,0.6957,0.4927,0.4617,0.5250,0.6459,16,23,I am the fox,I am the fox
1,1.0000,1.0000,0.9987,0.5877,0.5172,0.7968,0.5488,0.5834,0.6055,26,18,Death in Dublin Michael Collins and the Irish revo,Death in Dublin; Michael Collins and the Irish rev
1,1.0000,1.0000,0.9987,0.6305,0.6190,0.5871,0.6055,0.6325,0.6305,18,16,"Splendors of the East temples, tombs, palaces and ","Splendours of the East; temples, tombs, palaces, a"
1,1.0000,1.0000,0.9987,0.9487,0.9333,1.0000,0.9021,0.9487,0.9487,15,14,Saratoga; saga of an impious era,"Saratoga, saga of an impious era."
0,0.0000,0.0000,0.0009,0.0140,0.0312,0.0000,0.0000,0.0000,0.0140,9,24,Foreigners on Poland,Is that all?
1,1.0000,1.0000,0.9987,0.5951,0.5000,0.6576,0.6709,0.6832,0.5951,23,13,Some factors affecting resumption of interrupted a,Some factors affecting resumption of interrupted a
1,1.0000,1.0000,0.0517,0.5153,0.5333,0.3578,0.4788,0.4999,0.4897,35,34,Russia in the nineteenth century volume II of The ,Russia in the nineteenth century
1,1.0000,1.0000,0.9952,0.3800,0.3704,0.3470,0.2447,0.3719,0.3691,26,11,Orson Pratt's works on the doctrines of the gospel,Orson Pratt's works on the doctrines of the Gospel
1,1.0000,1.0000,0.9987,0.5770,0.4706,0.6861,0.5906,0.5770,0.5770,16,9,Physics of the earth's interior,Physics of the earth's interior.
1,1.0000,1.0000,0.9987,0.7465,0.7143,0.8174,0.6135,0.6688,0.7465,15,21,Sailing the world's edge sea stories from old Sydn,Sailing the world's edge; sea stories from old Syd
1,1.0000,0.0000,0.9976,0.2747,0.2857,0.0860,0.1094,0.2208,0.2400,31,14,Economic behavior,Economic behavior
1,1.0000,0.6288,0.9943,0.7276,0.7857,0.6359,0.7091,0.7276,0.7276,12,13,Taffy a novel,"Taffy, a novel"
1,1.0000,0.7818,0.9969,0.7063,0.6757,0.6117,0.7194,0.6971,0.6982,35,27,Atmospheres of Earth and the planets proceedings o,Atmospheres of Earth and the planets
0,0.0000,0.0000,0.0641,0.0153,0.0392,0.0000,0.0000,0.0000,0.0000,33,20,On our farm a picture-story book for children,The A. A. A.
1,1.0000,0.6773,0.9948,0.5396,0.4783,0.6149,0.5654,0.5053,0.5396,19,15,Gravestone designs; rubbings and photographs from ,Gravestone designs: rubbings and photographs from
1,1.0000,0.7961,0.9972,0.4900,0.5143,0.3200,0.4727,0.4553,0.4682,28,25,"Nucleic acid metabolism, cell differentiation, and",Nucleic acid metabolism cell differentiation and c
1,1.0000,1.0000,0.9987,0.5701,0.5357,0.6374,0.6504,0.5657,0.5297,27,16,The masonry house step-by-step construction in til,The masonry house
1,1.0000,1.0000,0.9987,0.4126,0.3750,0.4745,0.4370,0.3625,0.4126,24,9,Methodism and society guidelines for strategy,"Methodism and society, guidelines for strategy"
0,0.0000,0.0000,0.0009,0.0169,0.0385,0.0000,0.0000,0.0000,0.0000,66,15,Aesop's fables hankie book,For what?
1,1.0000,1.0000,0.9987,0.4980,0.4737,0.2738,0.3421,0.5208,0.4980,18,10,Managers' performance and personality,Managers' performance and personality.
1,1.0000,1.0000,0.9970,0.3597,0.2941,0.3831,0.3777,0.3597,0.3597,14,8,The real Silvestri,The real Silvestri.
0,0.9418,0.0000,0.0705,0.0522,0.0513,0.0000,0.0423,0.0748,0.0610,34,7,Pacific Island,Islands of the Pacific
1,1.0000,1.0000,0.9987,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,14,14,Illusions of Point four,Illusions of Point four.
1,1.0000,1.0000,0.9987,0.5269,0.5294,0.4848,0.5316,0.4389,0.5151,26,26,The First World War a photographic history,"The first world war; a photographic history, edite"
1,1.0000,0.8222,0.9973,0.4244,0.3750,0.8072,0.5566,0.4527,0.4244,20,24,Government and industry relationships,Government and industry relationships
1,1.0000,1.0000,0.9987,0.9230,0.8462,1.0000,0.9015,0.9230,0.9230,13,11,When teachers face themselves,When teachers face themselves.
0,0.8758,0.0000,0.0198,0.1115,0.1176,0.1286,0.1115,0.1115,0.1115,12,7,Poems and verse,Poems and verses
0,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15,11,Shāh-i Zindah [Shakhi-Zinda],WHY?
1,1.0000,1.0000,0.9987,0.4899,0.5000,0.5662,0.4944,0.4625,0.4899,21,21,Lands beyond the forest,Lands beyond the forest.
1,1.0000,1.0000,0.9987,0.6459,0.6923,0.4542,0.5124,0.4905,0.6355,25,19,"John Williams Walker a study in the political, soc","John Williams Walker; a study in the political, so"
1,1.0000,1.0000,0.9962,0.1783,0.1905,0.0750,0.1109,0.0931,0.1375,40,10,The summer birds,The summer birds.
1,1.0000,1.0000,0.9987,0.6780,0.6667,0.6245,0.6901,0.6780,0.6780,13,12,The other journey poems new and selected,The other journey; poems new and selected.
1,1.0000,1.0000,0.0517,0.4204,0.4000,0.3520,0.3007,0.3294,0.4126,33,16,Thomas Hardy: an annotated bibliography of writing,Thomas Hardy: an annotated bibliography of writing
1,1.0000,1.0000,0.9987,0.9303,0.9286,0.8364,0.8915,0.9303,0.9303,14,13,Israel on the seventh day,Israel on the seventh day.
1,1.0000,1.0000,0.9985,0.4999,0.4211,0.5280,0.5319,0.4999,0.4999,16,11,An introduction to discrete systems,An Introduction to discrete systems
0,0.0000,0.0781,0.0012,0.0208,0.0333,0.0000,0.0000,0.0213,0.0208,18,13,[Paul Tulane,בלאנדזשענדע מאָטיווען.
1,1.0000,1.0000,0.9987,0.9685,0.9565,1.0000,1.0000,1.0000,0.9685,23,22,The Greeks: dilemma between past and present a por,The Greeks: dilemma between past and present
1,1.0000,0.0000,0.9987,0.7545,0.7692,0.4545,0.5891,0.6688,0.7441,25,21,Computer technology--concepts for management paper,"Computer technology, concepts for management"
1,1.0000,1.0000,0.9964,0.4378,0.4333,0.4440,0.4924,0.4636,0.4378,21,22,Ring bells! Sing songs! Broadway musicals of the 1,Ring bells! sing songs! Broadway musicals of the 1
1,0.3440,0.6660,0.7007,0.5635,0.6190,0.3481,0.4461,0.4283,0.5635,21,13,"Land of Christ; archaeology, history, geography",Land of Christ
1,1.0000,1.0000,0.9987,0.4912,0.5000,0.3875,0.4471,0.4410,0.4912,18,15,Anointing in the Old Testament,Anointing in the Old Testament.
1,1.0000,1.0000,0.9963,0.2827,0.3469,0.0680,0.0968,0.1098,0.1869,46,20,Friedrich Nietzsche's impact on modern German lite,Friedrich Nietzsche's impact on modern German Lite
1,0.4967,1.0000,0.9489,0.1132,0.1250,0.0000,0.0000,0.0446,0.0977,63,9,Dogs,Dogs
1,0.7301,1.0000,0.9904,0.5130,0.5455,0.4193,0.5130,0.5130,0.5130,11,6,A study of war,Study of war.
